,校碼,序號,學校名稱,系組名稱,學測檢定標準,,,,,,英聽檢定標準,採計科目及加權,,,,,,,,,,,,,,,,,,,,,,,
dep_id,,,,,國文,英文,數學A,數學B,社會,自然,,數學甲,物理,化學,生物,歷史,地理,公民,國文,英文,數學A,數學B,社會,自然,,,,,,,,,,,
03427,034,32,國立東華大學            ,特殊教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.25 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03425,034,33,國立東華大學            ,幼兒教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03435,034,34,國立東華大學            ,族群關係與文化學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.50 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
03436,034,35,國立東華大學            ,民族語言與傳播學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
03428,034,36,國立東華大學            ,民族事務與發展學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
03445,034,37,國立東華大學            ,民族社會工作學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
03441,034,38,國立東華大學            ,原住民族樂舞與藝術學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03420,034,39,國立東華大學            ,自然資源與環境學系,,,,,,,,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03440,034,40,國立東華大學            ,縱谷跨域書院學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03421,034,41,國立東華大學            ,音樂學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03426,034,42,國立東華大學            ,藝術與設計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03429,034,43,國立東華大學            ,藝術創意產業學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03430,034,44,國立東華大學            ,體育與運動科學系,,,,,,,,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03504,035,1,臺北市立大學            ,教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03507,035,2,臺北市立大學            ,特殊教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.50 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03503,035,3,臺北市立大學            ,幼兒教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03515,035,4,臺北市立大學            ,心理與諮商學系,,均標,,均標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03516,035,5,臺北市立大學            ,學習與媒材設計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03508,035,6,臺北市立大學            ,中國語文學系,均標,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03505,035,7,臺北市立大學            ,歷史與地理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,1.50 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03506,035,8,臺北市立大學            ,英語教學系,均標,前標,,,,,A,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.25 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03514,035,9,臺北市立大學            ,社會暨公共事務學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03502,035,10,臺北市立大學            ,音樂學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03501,035,11,臺北市立大學            ,視覺藝術學系,均標,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03511,035,12,臺北市立大學            ,應用物理暨化學系電子物理組,,,,,,,,1.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03522,035,13,臺北市立大學            ,應用物理暨化學系應用化學組,,,,,,,,1.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03513,035,14,臺北市立大學            ,地球環境暨生物資源學系,,,,,,,,1.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03509,035,15,臺北市立大學            ,數學系,,,,,,,,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03510,035,16,臺北市立大學            ,資訊科學系,,,,,,,,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03512,035,17,臺北市立大學            ,體育學系,,,,,,,,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03517,035,18,臺北市立大學            ,休閒運動管理學系,後標,,,,後標,,B,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
03518,035,19,臺北市立大學            ,運動健康科學系,,,,,,,,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03519,035,20,臺北市立大學            ,城市發展學系,,,,,,,B,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03520,035,21,臺北市立大學            ,都會產業經營與行銷學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03521,035,22,臺北市立大學            ,衛生福利學系,,,,,,,,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03601,036,1,國立屏東大學            ,教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03604,036,2,國立屏東大學            ,幼兒教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03608,036,3,國立屏東大學            ,特殊教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.25 ,0.00 ,1.25 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03602,036,4,國立屏東大學            ,教育心理與輔導學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,1.25 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03609,036,5,國立屏東大學            ,中國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03603,036,6,國立屏東大學            ,英語學系,,,,,,,B,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03615,036,7,國立屏東大學            ,文化創意產業學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03605,036,8,國立屏東大學            ,社會發展學系,,,,,,,C,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03629,036,9,國立屏東大學            ,應用英語學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03630,036,10,國立屏東大學            ,應用日語學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03606,036,11,國立屏東大學            ,視覺藝術學系數位媒體設計組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03618,036,12,國立屏東大學            ,商業自動化與管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03620,036,13,國立屏東大學            ,行銷與流通管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03619,036,14,國立屏東大學            ,休閒事業經營學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03621,036,15,國立屏東大學            ,不動產經營學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03622,036,16,國立屏東大學            ,企業管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,1.00 ,1.50 ,0.00 ,1.25 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03623,036,17,國立屏東大學            ,國際經營與貿易學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.50 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03624,036,18,國立屏東大學            ,財務金融學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03625,036,19,國立屏東大學            ,會計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03632,036,20,國立屏東大學            ,大數據商務應用學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03610,036,21,國立屏東大學            ,應用化學系,,,,,,,,1.50 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03612,036,22,國立屏東大學            ,應用數學系,,,,,,,,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03614,036,23,國立屏東大學            ,應用物理系物理組,,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03616,036,24,國立屏東大學            ,應用物理系光電暨材料組,,,,,,,,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03617,036,25,國立屏東大學            ,科學傳播學系,,,,,,,,0.00 ,0.00 ,0.00 ,1.25 ,0.00 ,0.00 ,0.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03631,036,26,國立屏東大學            ,智慧機器人學系,,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03628,036,27,國立屏東大學            ,電腦與通訊學系,,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03626,036,28,國立屏東大學            ,資訊工程學系,,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03611,036,29,國立屏東大學            ,電腦科學與人工智慧學系,,,,,,,,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03627,036,30,國立屏東大學            ,資訊管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03607,036,31,國立屏東大學            ,音樂學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03633,036,32,國立屏東大學            ,視覺藝術學系美術組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03613,036,33,國立屏東大學            ,體育學系,,,,,,,,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03820,038,1,國立臺東大學            ,全校不分系學士學位學程,後標,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
03802,038,2,國立臺東大學            ,教育學系,均標,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03806,038,3,國立臺東大學            ,體育學系,後標,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03801,038,4,國立臺東大學            ,幼兒教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03808,038,5,國立臺東大學            ,特殊教育學系,均標,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03804,038,6,國立臺東大學            ,文化資源與休閒產業學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03818,038,7,國立臺東大學            ,數位媒體與文教產業學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03817,038,8,國立臺東大學            ,公共與文化事務學系,,,,,均標,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,,,,,,,,,,
03803,038,9,國立臺東大學            ,身心整合與運動休閒產業學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03813,038,10,國立臺東大學            ,英美語文學系,,,,底標,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03814,038,11,國立臺東大學            ,華語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03807,038,12,國立臺東大學            ,美術產業學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03809,038,13,國立臺東大學            ,音樂學系A組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03821,038,14,國立臺東大學            ,音樂學系B組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03815,038,15,國立臺東大學            ,生命科學系,,,,,,,,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03811,038,16,國立臺東大學            ,資訊工程學系,,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03812,038,17,國立臺東大學            ,資訊管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03805,038,18,國立臺東大學            ,應用數學系,,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03810,038,19,國立臺東大學            ,應用科學系化學及奈米科學組,,,,,,,,0.00 ,1.25 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03816,038,20,國立臺東大學            ,應用科學系應用物理組,,,,,,,,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03819,038,21,國立臺東大學            ,綠色與資訊科技學士學位學程,,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03902,039,1,國立體育大學            ,體育推廣學系A,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03903,039,2,國立體育大學            ,體育推廣學系B,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03904,039,3,國立體育大學            ,運動保健學系A,,,底標,底標,,,,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,,,,,,,,,,
03906,039,4,國立體育大學            ,運動保健學系B,,,後標,後標,,,,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,,,,,,,,,,
03901,039,5,國立體育大學            ,休閒產業經營學系,,,底標,後標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03905,039,6,國立體育大學            ,適應體育學系A,,,底標,底標,,,,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
03907,039,7,國立體育大學            ,適應體育學系B,,,底標,底標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04003,040,1,元智大學                ,管理學院學士班(主修：企業管理),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04004,040,2,元智大學                ,管理學院學士班(主修：財務金融),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04005,040,3,元智大學                ,管理學院學士班(主修：國際企業),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04006,040,4,元智大學                ,管理學院學士班(主修：會計),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04020,040,5,元智大學                ,管理學院學士班(英語專班),,均標,,後標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04001,040,6,元智大學                ,應用外語學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04009,040,7,元智大學                ,中國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
04010,040,8,元智大學                ,社會暨政策科學學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.25 ,0.00 ,1.50 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
04021,040,9,元智大學                ,藝術與設計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04029,040,10,元智大學                ,人文社會學院英語學士班,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04007,040,11,元智大學                ,資訊工程學系,,,,,,,,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04017,040,12,元智大學                ,資訊管理學系(A組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.75 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
