,校碼,序號,學校名稱,系組名稱,學測檢定標準,,,,,,英聽檢定標準,採計科目及加權,,,,,,,,,,,,,,,,,,,,,,,
dep_id,,,,,國文,英文,數學A,數學B,社會,自然,,數學甲,物理,化學,生物,歷史,地理,公民,國文,英文,數學A,數學B,社會,自然,,,,,,,,,,,
04026,040,13,元智大學                ,資訊管理學系(B組),,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04027,040,14,元智大學                ,資訊管理學系(C組),,,,,,,,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04019,040,15,元智大學                ,資訊傳播學系科技組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04008,040,16,元智大學                ,資訊傳播學系設計組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04031,040,17,元智大學                ,資訊學院英語學士班,,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04012,040,18,元智大學                ,機械工程學系,,,,,,,,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,,,,,,,,,,
04013,040,19,元智大學                ,化學工程與材料科學學系,,,,,,,,1.75 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04014,040,20,元智大學                ,工業工程與管理學系(A組),,,,,,,,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04024,040,21,元智大學                ,工業工程與管理學系(B組),,,後標,後標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04030,040,22,元智大學                ,工程學院英語學士班,,,,,,,,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,,,,,,,,,,
04011,040,23,元智大學                ,電機工程學系(甲組),,,,,,,,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04023,040,24,元智大學                ,電機工程學系(乙組),,,,,,,,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04022,040,25,元智大學                ,電機工程學系(丙組),,,,,,,,1.50 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04032,040,26,元智大學                ,電機通訊學院英語學士班,,,,,,,,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04101,041,1,國立中正大學            ,中國文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,2.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04109,041,2,國立中正大學            ,外國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04112,041,3,國立中正大學            ,歷史學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04111,041,4,國立中正大學            ,哲學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04103,041,5,國立中正大學            ,社會福利學系,,後標,,後標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.00 ,1.50 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04126,041,6,國立中正大學            ,勞工關係學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.50 ,1.50 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04104,041,7,國立中正大學            ,政治學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
04102,041,8,國立中正大學            ,傳播學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04117,041,9,國立中正大學            ,經濟學系,,,,均標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04115,041,10,國立中正大學            ,財務金融學系,,前標,,均標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04114,041,11,國立中正大學            ,企業管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.50 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04116,041,12,國立中正大學            ,會計與資訊科技學系甲組,,,,,,,,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04132,041,13,國立中正大學            ,會計與資訊科技學系乙組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04123,041,14,國立中正大學            ,法律學系法學組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04124,041,15,國立中正大學            ,法律學系法制組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04125,041,16,國立中正大學            ,財經法律學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04110,041,17,國立中正大學            ,成人及繼續教育學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.00 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04113,041,18,國立中正大學            ,犯罪防治學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.25 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04107,041,19,國立中正大學            ,數學系,,,,,,,,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04119,041,20,國立中正大學            ,物理學系,,,,,,,,1.50 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04106,041,21,國立中正大學            ,化學暨生物化學系,,,,,,,,1.25 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04108,041,22,國立中正大學            ,地球與環境科學系,,,,,,,,1.50 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04121,041,23,國立中正大學            ,資訊工程學系,,,,,,,,1.25 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04122,041,24,國立中正大學            ,電機工程學系甲組,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04131,041,25,國立中正大學            ,電機工程學系乙組,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04105,041,26,國立中正大學            ,機械工程學系機械工程組,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04133,041,27,國立中正大學            ,機械工程學系光機電整合工程組,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04127,041,28,國立中正大學            ,化學工程學系,,,,,,,,1.50 ,1.50 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04128,041,29,國立中正大學            ,通訊工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04118,041,30,國立中正大學            ,資訊管理學系,,,,,,,,2.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04120,041,31,國立中正大學            ,心理學系,,,,,,,,1.50 ,0.00 ,0.00 ,1.25 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04129,041,32,國立中正大學            ,生物醫學科學系,,均標,,,,均標,,1.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04130,041,33,國立中正大學            ,運動競技學系,,,,,,,,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04248,042,1,大葉大學                ,機械與自動化工程學系,,,,,,,,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04225,042,2,大葉大學                ,電機工程學系,,,,,,,,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04262,042,3,大葉大學                ,消防安全學士學位學程,,,,,,,,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04230,042,4,大葉大學                ,資訊工程學系,,,,,,,,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04217,042,5,大葉大學                ,環境工程學系,,,,,,,,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04204,042,6,大葉大學                ,企業管理學系(經營管理組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04211,042,7,大葉大學                ,企業管理學系(數位行銷組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04205,042,8,大葉大學                ,資訊管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04220,042,9,大葉大學                ,會計資訊學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04228,042,10,大葉大學                ,財務金融學系(銀行專業組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04219,042,11,大葉大學                ,財務金融學系(投資管理組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04210,042,12,大葉大學                ,工業設計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04201,042,13,大葉大學                ,視覺傳達設計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04253,042,14,大葉大學                ,傳播藝術學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04235,042,15,大葉大學                ,多媒體數位內容學士學位學程(動畫與影視特效組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04213,042,16,大葉大學                ,多媒體數位內容學士學位學程(遊戲與互動設計組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04229,042,17,大葉大學                ,多媒體數位內容學士學位學程(動漫美術與模型製作組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04203,042,18,大葉大學                ,空間設計學系(建築組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04242,042,19,大葉大學                ,空間設計學系(室內設計組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04202,042,20,大葉大學                ,造形藝術學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04206,042,21,大葉大學                ,英語學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04207,042,22,大葉大學                ,應用日語學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04234,042,23,大葉大學                ,生物醫學系(檢驗醫學組),,,,,,,,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04224,042,24,大葉大學                ,生物醫學系(生物醫藥組),,,,,,,,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04209,042,25,大葉大學                ,藥用植物與食品保健學系(中藥保健組),,,,,,,,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04215,042,26,大葉大學                ,藥用植物與食品保健學系(食品科學組),,,,,,,,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04246,042,27,大葉大學                ,觀光旅遊學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04247,042,28,大葉大學                ,餐旅管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04226,042,29,大葉大學                ,休閒事業管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04216,042,30,大葉大學                ,烘焙暨飲料調製學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04264,042,31,大葉大學                ,護理學系,,,,,,,,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04227,042,32,大葉大學                ,運動健康管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04260,042,33,大葉大學                ,視光學系,,,,,,,,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04212,042,34,大葉大學                ,醫學工程學系,,,,,,,,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04221,042,35,大葉大學                ,醫學工程學系(智慧醫療組),,,,,,,,2.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04218,042,36,大葉大學                ,職能治療學系,,,,,,,,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04323,043,1,中華大學                ,電機工程學系,,,,,,,,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04314,043,2,中華大學                ,資訊工程學系資訊工程組,,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04315,043,3,中華大學                ,資訊工程學系智慧軟體設計組,,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,,,,,,,,,,
04333,043,4,中華大學                ,資訊工程學系資訊應用組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04336,043,5,中華大學                ,資訊工程學系人工智慧組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
04332,043,6,中華大學                ,機械工程學系智慧自動化組,,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04324,043,7,中華大學                ,機械工程學系智慧機械組,,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04305,043,8,中華大學                ,機械工程學系航空技術組,,,,,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04319,043,9,中華大學                ,光電與材料工程學系(人工智慧應用組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04316,043,10,中華大學                ,光電與材料工程學系(生醫光電組),,,,,,,,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04339,043,11,中華大學                ,光電與材料工程學系(材料應用組),,,,,,,,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04304,043,12,中華大學                ,工業管理學系(甲組),,,,,,,,0.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04313,043,13,中華大學                ,工業管理學系(乙組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04318,043,14,中華大學                ,資訊管理學系(資訊系統設計組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04311,043,15,中華大學                ,資訊管理學系(資訊管理應用組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04337,043,16,中華大學                ,資訊管理學系(智慧商務組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.75 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04307,043,17,中華大學                ,企業管理學系企業管理組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04312,043,18,中華大學                ,企業管理學系智慧運輸與物流組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04308,043,19,中華大學                ,財務管理學系財務金融管理組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04341,043,20,中華大學                ,財務管理學系金融資訊管理組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04325,043,21,中華大學                ,財務管理學系會計資訊與稅務組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04321,043,22,中華大學                ,建築與都市計畫學系(第一類組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04310,043,23,中華大學                ,建築與都市計畫學系(第二類組),,,底標,底標,,,,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04306,043,24,中華大學                ,景觀建築學系景觀設計組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
04326,043,25,中華大學                ,景觀建築學系產品設計組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.75 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
